索引=32(2位鱼线组号)（1位0~8客户端表/9服务端表）（1位序号）000 ,鱼id,帧,轨迹
320406511,100000011,8104,7775
320406016,100000016,100,7772
320401210,100000014,2957,11
320404358,100000102,5401,5552
320401603,100000015,9209,550
320402656,100000016,9234,3330
320406147,100000016,2122,6661
320403492,100000013,7201,8880
320401058,100,625,2041
320405544,100000015,8670,220
320403436,100000011,6253,7774
320401059,100,718,2014
320403778,100000016,11702,7775
320401409,100000016,6326,7770
320404295,100000011,4501,7770
320401530,100000001,8468,773
320401060,100,734,2010
320405205,100,3301,2051
320401487,100,7621,2034
320402651,100000011,9155,7770
320406028,100000013,284,3333
320401061,100000015,750,660
320404153,100000016,2401,7770
320402812,100000050,11401,1
320406507,100000015,8101,334
320401214,100000050,3001,331
320404289,100000011,4485,7774
320402050,100000015,484,337
320405681,100000016,10622,3110
320401062,100000015,750,770
320401703,100000016,10875,660
320401208,100,2890,2123
320404356,100000012,5401,3332
320402107,100000016,1296,773
320404505,100000053,8234,661
320401063,100000015,750,553
320402671,100000016,9468,5550
320403491,100000012,7201,11122
320401065,100,807,2126
320401066,100,812,2022
320403755,100000015,11401,5552
320401524,100000011,8296,11123
320404525,100,8578,2012
320401067,100000016,828,661
320402798,100000013,11234,332
320404518,100000012,8468,334
320401068,100000011,828,550
320403299,100,4484,2152
320401069,100000016,828,552
320402210,100000050,2750,11122
320402057,100000012,601,8883
320401070,100000011,869,9992
320404268,100000015,4093,335
320402537,100000015,7501,11112
320401071,100000011,901,7772
320404522,100000151,8531,772
320401072,100000012,902,7771
320403319,100000015,4712,7776
320401073,100000053,902,5552
320404278,100,4335,2003
320401523,100000012,8296,7778
320405669,100000012,10501,8883
320401074,100000012,902,3330
320404055,100000015,601,3334
320401674,100000013,10437,3333
320404533,100,8796,2156
320401075,100000011,903,332
320401649,100000011,9903,9992
320404040,100000012,380,220
320402191,100000016,2521,809
320404526,100,8593,2032
320401076,100000050,906,330
320401642,100,9872,2042
320405542,100000016,8670,7774
320403446,100000015,6481,7777
320401077,100000010,906,333
320401078,100000010,906,553
320401448,100000007,7140,3334
320403317,100000015,4712,7775
320404115,100000013,1759,8880
320401750,100000016,11531,663
320403440,100000011,6303,7773
320401079,100000014,960,14
320402012,100000016,78,5551
320404530,100000014,8703,553
320401080,100,968,2026
320406603,100000016,9902,11122
320404679,100000011,10734,3100
320403450,100000015,6481,553
320401081,100000016,1109,3130
320406702,100000014,11587,771
320401636,100000015,9747,3333
320403516,100000010,7479,3330
320401082,100000016,1109,3335
320403321,100000010,4712,8882
320402232,100000015,3001,9992
320402437,100000013,6125,3331
320406015,100000104,100,13
320403649,100000013,9681,3336
320401083,100000016,1109,6661
320405520,100,8156,2007
320402087,100,1109,2037
320404319,100000010,4875,7777
320402072,100000016,754,552
320402558,100,7845,2041
320401084,100000012,1109,11123
320401085,100000011,1156,333
320401463,100000012,7414,7773
320405230,100000015,3625,553
320401504,100000016,7941,662
320403373,100000005,5401,8883
320404050,100000050,471,5552
320402193,100,2521,2023
320402684,100000012,9601,7770
320405561,100000050,8944,220
320401086,100000011,1156,332
320404529,100000050,8703,334
320401087,100000013,1159,5550
320402802,100000005,11312,805
320405527,100000015,8295,336
320402562,100000008,7922,3120
320401088,100000015,1171,7773
320403643,100000016,9625,3120
320401089,100000015,1171,7775
320401242,100000011,3301,7779
320402150,100000011,1859,8880
320403524,100000015,7603,223
320401090,100000015,1171,7777
320401091,100000015,1171,9993
320401722,100000015,10937,223
320401569,100000004,8812,552
320401252,100000016,3375,332
320406564,100000015,9099,8881
320401092,100000015,1171,337
320406526,100000016,8402,11113
320404088,100000013,1201,3335
320402239,100000016,3195,335
320405523,100000050,8254,663
320404455,100000016,7234,3332
320401562,100000016,8701,8882
320404338,100,5101,2039
320401093,100,1201,2009
320401246,100,3302,2026
320401094,100000013,1201,3335
320404090,100000016,1202,8883
320401735,100000016,11104,7770
320401453,100000013,7140,8881
320406501,100000015,8101,773
320406680,100,11173,2003
320401240,100000013,3281,3331
320402139,100000011,1801,7772
320404665,100000015,10593,3100
320401095,100000301,1202,3333
320402300,100000016,4062,771
320401096,100000016,1202,11110
320403523,100000015,7603,661
320402182,100000016,2352,336
320401097,100000015,1202,550
320401250,100,3328,2001
320402157,100000015,1984,773
320401098,100000050,1202,552
320405517,100000011,8101,7777
320403787,100,11896,2032
320401556,100000015,8701,3331
320404557,100000016,9046,7775
320404224,100,3315,2052
320401099,100,1250,2028
320402830,100000016,11701,773
320401260,100,3701,2044
320404550,100000014,8875,663
320401100,100000010,1281,553
320403331,100,4899,2025
320401101,100000012,1383,7772
320402242,100000050,3265,332
320401254,100000050,3437,3334
320405150,100000012,2403,8880
320401424,100,6734,2130
320403293,100000015,4437,7773
320401102,100000011,1411,6662
320404300,100000015,4502,9993
320402569,100000012,8047,7777
320401103,100000015,1411,3333
320402722,100000013,10312,552
320401248,100000016,3312,551
320404554,100000015,8921,330
320401104,100000015,1411,3334
320403351,100000015,5171,336
320401258,100000011,3602,9991
320406192,100,2972,2042
320401716,100000005,10937,7777
320401105,100000015,1411,6660
320404310,100000015,4801,7777
320401555,100000011,8701,6661
320406550,100000011,8968,7773
320401106,100000015,1411,7775
320406114,100000050,1654,335
320404565,100000050,9093,7775
320404232,100000015,3640,7772
320401107,100000011,1411,9993
320401268,100,3901,2018
320404558,100000016,9046,550
320401108,100000013,1468,3120
320402701,100000016,9819,6663
320405157,100000011,2521,3333
320401439,100000011,6901,7777
320401109,100000013,1468,6661
320406204,100000015,3301,3130
320401262,100,3781,2045
320402603,100000016,8402,774
320403727,100000015,10875,11123
320401110,100000016,1468,3334
320401480,100000051,7501,5550
320403349,100000015,5171,22
320401111,100000012,1468,5551
320401256,100,3601,2053
320402172,100000014,2156,6662
320404562,100000015,9093,3333
320401112,100000016,1468,7775
320402705,100000010,9819,336
320401113,100000016,1468,8883
320404165,100000016,2545,3336
320401266,100000016,3843,3331
320402623,100000015,8701,11126
320403548,100000013,7945,332
320401114,100000501,1500,100001
320403353,100000015,5171,662
320401417,100,6609,2029
320402750,100000015,10502,223
320402119,100000012,1501,6663
320401276,100000004,3937,6662
320402264,100000013,3609,3335
320402597,100000050,8328,661
320406540,100000016,8639,6660
320401115,100000012,1501,3334
320401410,100000011,6329,5553
320405627,100000014,9901,10
320402590,100000015,8295,8881
320401116,100000012,1501,7776
320404234,100,3701,2044
320401117,100000016,1502,5553
320401495,100000012,7801,6663
320401270,100000011,3901,5553
320406103,100000015,1363,9993
320403735,100000015,11084,3332
320401118,100,1529,2042
320404561,100,9093,2012
320401119,100000014,1547,15
320402834,100000016,11701,336
320406477,100,7801,2127
320406656,100000013,10801,22
320406118,100000016,1781,7777
320401264,100,3812,2122
320402594,100000013,8312,3331
320401120,100000016,1578,7772
320403547,100000013,7945,331
320401121,100000016,1578,7777
320401274,100,3906,2126
320403001,100,0,2009
320402054,100000301,601,1
320403556,100000016,8102,5553
320401691,100,10502,2031
320401122,100000011,1578,3330
320401123,100000014,1578,553
320401156,100000016,2101,11111
320401473,100000015,7421,9992
320404359,100000011,5401,3331
320401594,100,9109,2111
320405619,100000016,9859,663
320401124,100000051,1578,332
320404242,100000015,3866,5552
320401125,100,1609,2111
320401278,100000013,4000,883
320404353,100,5401,2048
320402114,100000013,1369,11127
320401126,100,1645,2054
320405617,100000012,9819,8882
320401767,100000011,11703,7774
320404569,100000016,9093,8881
320402204,100000016,2701,5554
320401127,100000016,1654,662
320401272,100000011,3902,5550
320404420,100000015,6699,8880
320402171,100000016,2102,11120
320401128,100000005,1656,661
320403555,100000016,8102,3334
320402214,100000014,2838,11
320401129,100000005,1656,337
320404430,100000013,6901,335
320402061,100,604,2039
320402752,100000006,10622,19
320406072,100000016,1140,5550
320401154,100000006,2101,5550
320401130,100,1734,2110
320401588,100000012,9093,3100
320404589,100000051,9281,3335
320404256,100000011,4043,7773
320401131,100000016,1759,11125
320404111,100000016,1654,661
320402376,100000011,5101,3
320406090,100000014,1337,3100
320401164,100,2187,2026
320404582,100000012,9250,7772
320401132,100000012,1776,8882
320403363,100000016,5343,5554
320402121,100000012,1501,8883
320401158,100,2101,2005
320404001,100000050,1,12
320402274,100000011,3776,9991
320401133,100000154,1789,16
320405182,100000012,2859,6661
320401456,100,7201,2002
320403325,100000013,4750,3100
320405609,100000016,9656,331
320401134,100000013,1801,21
320404332,100000013,5040,3334
320402601,100000015,8402,13
320401135,100000013,1801,3336
320404171,100000015,2545,9993
320401152,100,2015,2139
320401685,100000053,10501,4
320404586,100000015,9250,8882
320401136,100000011,1801,3100
320403383,100000011,5406,5554
320401137,100000011,1801,3334
320404342,100000014,5221,14
320401587,100000010,9093,1563
320404189,100000013,2957,337
320401162,100000016,2140,553
320401138,100000013,1801,337
320406452,100000013,7265,3331
320401172,100000007,2234,8883
320404119,100000011,1789,7774
320401738,100000015,11104,334
320404597,100000014,9484,553
320404264,100000016,4093,7777
320401139,100000051,1801,331
320404590,100000050,9281,3334
320401140,100,1802,2043
320402733,100000013,10417,3334
320405061,100000015,1134,7800
320401471,100000015,7421,8880
320401141,100000011,1802,9992
320401166,100000009,2234,1563
320402507,100000013,7209,7776
320403759,100,11402,2033
320401142,100,1812,2034
320401512,100000016,8046,337
320403381,100000012,5401,331
320401143,100000016,1921,3335
320404179,100000011,2702,9990
320401160,100000053,2125,6663
320402076,100000014,901,14
320404594,100000051,9484,663
320401144,100000016,1921,7773
320402737,100000012,10501,8883
320401145,100000016,1921,5553
320404197,100000015,2966,333
320401170,100000015,2234,7776
320402527,100000016,7450,11111
320403580,100000013,8545,3333
320401146,100000015,1921,7777
320403385,100,5453,2130
320401449,100000015,7140,6660
320402151,100000010,1859,337
320401180,100000005,2437,3100
320404031,100000015,250,552
320402296,100000153,3906,2
320402501,100000011,7201,330
320401147,100000015,1921,7770
320401442,100,6903,2053
320405595,100,9517,2117
320404383,100000013,6001,2
320402136,100000015,1796,5554
320404016,100000013,2,3334
320402622,100000014,8701,336
320401148,100000015,1921,8882
320404266,100000016,4093,8882
320401527,100000013,8417,5551
320401149,100000015,1921,8881
320404113,100000016,1654,662
320402386,100,5402,2051
320401174,100000012,2281,8883
320403767,100000015,11586,5550
320401150,100000016,1921,9992
320404593,100000104,9390,772
320401151,100,2000,2128
320401168,100000014,2234,3332
320401153,100000009,2101,3334
320406593,100000013,9681,3332
320401155,100000050,2101,7776
320403020,100000016,100,3330
320401157,100000050,2101,8881
320405727,100000051,11308,337
320404068,100000011,901,7772
320402203,100,2638,2056
320401159,100,2123,2035
320404419,100000015,6699,8882
320401542,100000003,8537,11122
320405717,100,11160,2043
320404078,100000015,960,662
320402221,100000011,2895,7770
320404616,100,9828,2124
320404437,100,6905,2000
320402767,100000016,10803,773
320401161,100000016,2125,336
320404271,100,4201,2048
320402024,100000010,111,5554
320403594,100000012,8701,6663
320402391,100000012,5403,3332
320401163,100000016,2140,332
320406719,100,11831,2055
320401165,100000014,2218,3334
320402644,100000013,9119,19
320404331,100000013,5040,3100
320402100,100,1201,2026
320403670,100000012,10081,1563
320401167,100000015,2234,7800
320404528,100000005,8703,550
320404349,100000015,5394,8882
320402110,100000015,1343,336
320406107,100000012,1501,7770
320401169,100000015,2234,7777
320402648,100000016,9155,5552
320401171,100000009,2234,7770
320403602,100000010,8859,3130
320401745,100000012,11401,7775
320406119,100000016,1781,8882
320401648,100000005,9903,11112
320401173,100000010,2234,11123
320403030,100000016,383,6661
320403678,100,10081,2034
320401175,100000011,2310,7777
320403024,100000014,136,5554
320406282,100000016,4485,337
320404339,100000051,5101,5552
320401462,100,7357,2053
320401177,100000011,2401,6663
320403034,100000016,383,11112
320403514,100000015,7479,5554
320402183,100000013,2352,771
320401634,100000005,9687,553
320401179,100,2436,2043
320404273,100000011,4201,6661
320402034,100000014,375,3331
320404636,100,10125,2126
320402393,100000050,5403,8880
320401181,100000013,2439,3336
320405703,100000016,10995,7773
320401183,100000008,2439,221
320401731,100000015,11104,660
320401185,100000051,2439,333
320401187,100,2484,2032
320403052,100000012,794,8881
320406398,100000011,6301,7771
320404644,100000012,10312,661
320402779,100000012,10984,330
320401189,100000016,2562,3336
320403136,100000015,2105,8882
320402235,100,3176,2001
320401191,100000016,2578,7772
320404451,100000051,7218,3334
320401574,100,8890,2035
320405337,100000012,5400,7770
320401436,100000050,6901,4
320406681,100000012,11289,7777
320404648,100000010,10343,7800
320404469,100000016,7546,1563
320402799,100,11278,2054
320401193,100,2578,2023
320403626,100,9302,2006
320402423,100000013,5773,336
320406141,100000012,2112,550
320401195,100,2611,2048
320403743,100000016,11102,11112
320401496,100000011,7801,7777
320403365,100000010,5343,11127
320402185,100000015,2352,330
320406095,100000015,1363,3130
320401197,100000015,2671,5550
320402676,100,9601,2049
320404235,100,3750,2034
320402004,100000016,0,3330
320406386,100000015,6100,6663
320403702,100000012,10502,7770
320401199,100000015,2701,3331
320406233,100000016,3781,7773
320404253,100000050,3903,7800
320402014,100000005,78,3331
320401201,100000014,2702,5553
320402373,100000012,4982,8880
320402680,100000011,9601,660
320401203,100,2703,2046
320401552,100000015,8578,8880
320403421,100000016,6099,8880
320406565,100000015,9099,9993
320401205,100,2734,2119
320403062,100000015,843,334
320403710,100000014,10700,11
320401207,100000012,2859,774
320403056,100000015,843,772
320401209,100,2937,2153
320403066,100,921,2137
320402215,100,2859,2015
320403777,100000015,11702,663
320401538,100000016,8537,5552
320401211,100000016,2966,7775
320404668,100000016,10593,770
320402425,100000012,5773,8880
320401213,100000016,3001,7772
320401422,100000013,6689,3336
320401215,100000015,3002,3335
320404475,100000013,7546,221
320402116,100000010,1406,11123
320402690,100,9602,2047
320401216,100000013,3002,6661
320405661,100000016,10501,22
320403771,100,11631,2128
320401217,100000013,3002,5550
320401412,100000013,6543,3335
320402125,100000011,1681,7774
320402816,100000013,11526,11113
320401218,100000007,3002,5551
